text,category
i want to know about your plans today.,General Inquiry
Experiencing packet loss while gaming after the latest update.,Technical Issue
Login keeps failing with an 'invalid credentials' message on my laptop and phone.,Account Access
Wi‑Fi keeps dropping on multiple devices for my account.,Technical Issue
I want to cancel my subscription before renewal today.,Billing
Is there a free trial I can test first? thanks.,General Inquiry
Is service available at my address in Newcastle? asap please.,General Inquiry
Login keeps failing with an 'invalid credentials' message after the latest update.,Account Access
I want to know about your plans asap please.,General Inquiry
Speed is very slow compared to my plan after the latest update.,Technical Issue
Is service available at my address in Brisbane? on my laptop and phone.,General Inquiry
How do I update my card details? for my account.,Billing
I need to verify my account to sign in for my account.,Account Access
Internet is not working in my area thanks?,Technical Issue
forgot my otp and need access — any quick fix?,Account Access
Is service available at my address in Adelaide? after the latest update.,General Inquiry
Speed is very slow compared to my plan on my laptop and phone.,Technical Issue
Is service available at my address in Newcastle? asap please.,General Inquiry
I want to deactivate my account this week.,Account Access
How do I update my card details? asap please.,Billing
What are your customer support hours? today?,General Inquiry
My promo code didn't apply at checkout — any quick fix?,Billing
Is service available at my address in Adelaide? asap please?,General Inquiry
I want to cancel my subscription before renewal since this morning.,Billing
Is service available at my address in Adelaide? for my account?,General Inquiry
When does my billing cycle start and end? after the latest update.,Billing
Forgot my security and need access on my laptop and phone.,Account Access
Login keeps failing with an 'invalid credentials' message — any quick fix?,Account Access
High latency during video calls since yesterday for my account.,Technical Issue
My router keeps disconnecting every few minutes thanks.,Technical Issue
I want to deactivate my account asap please.,Account Access
How do I update my card details? asap please.,Billing
My router keeps disconnecting every few minutes after the latest update.,Technical Issue
How long does installation usually take? — please advise.,General Inquiry
Can you provide a credit note for the overcharge? after the latest update.,Billing
I need to verify my account to sign in for my account.,Account Access
I cannot log in to my account this week.,Account Access
How do I reset my OTP? today.,Account Access
I need to reactivate my account on my laptop and phone.,Account Access
My 2FA isn't working and I can't sign in,Account Access
Internet is not working in my area — please advise.,Technical Issue
is there an outage in melbourne? asap please?,Technical Issue
My 2FA isn't working and I can't sign in — any quick fix?,Account Access
I'm getting error code NET-21 on login asap please.,Technical Issue
I want to know about your plans since this morning.,General Inquiry
how do i update the router firmware? asap please.,Technical Issue
My router keeps disconnecting every few minutes — please advise?,Technical Issue
Certain ports appear to be blocked on my network since this morning.,Technical Issue
I want to deactivate my account today?,Account Access
Login keeps failing with an 'invalid credentials' message for my account.,Account Access
How do I update my card details? asap please.,Billing
How long does installation usually take? — any quick fix?,General Inquiry
How do I update my card details? today.,Billing
the app crashes when i try to open settings,Technical Issue
I got locked out after too many attempts — please advise.,Account Access
Certain ports appear to be blocked on my network — any quick fix?,Technical Issue
I got locked out after too many attempts today?,Account Access
What are the prices and data limits for each plan? for my account.,General Inquiry
my router keeps disconnecting every few minutes asap please.,Technical Issue
I want to know about your plans — please advise.,General Inquiry
i want to know about your plans on my laptop and phone.,General Inquiry
Login keeps failing with an 'invalid credentials' message this week.,Account Access
How can I change my email address? asap please.,Account Access
I want to cancel my subscription before renewal today.,Billing
What are your customer support hours? asap please?,General Inquiry
How do I reset my username? — please advise.,Account Access
How do I update my card details? this week?,Billing
What are the contract terms—month‑to‑month or annual? after the latest update.,General Inquiry
Experiencing packet loss while gaming — please advise.,Technical Issue
Payment failed but the money was deducted after the latest update.,Billing
Which features are included in the standard plan? — please advise.,General Inquiry
How do I change my plan without extra charges? for my account.,Billing
I need to reactivate my account — please advise?,Account Access
pages won't load—could it be a dns problem? since this morning?,Technical Issue
my promo code didn't apply at checkout asap please.,Billing
I want to cancel my subscription before renewal since this morning.,Billing
Do you support international roaming? today?,General Inquiry
I was charged twice for my subscription — any quick fix?,Billing
How can I change my email address?,Account Access
Can I get a copy of last month's invoice? — please advise.,Billing
My invoice is incorrect for this month today.,Billing
i want to know about your plans on my laptop and phone.,General Inquiry
Speed is very slow compared to my plan asap please.,Technical Issue
What are the prices and data limits for each plan? this week.,General Inquiry
Can you provide a credit note for the overcharge? on my laptop and phone?,Billing
Can I get a copy of last month's invoice? on my laptop and phone?,Billing
I'm getting error code AUTH-07 on login since this morning.,Technical Issue
What are the contract terms—month‑to‑month or annual? thanks.,General Inquiry
my promo code didn't apply at checkout thanks?,Billing
I'm not receiving the password code on my laptop and phone.,Account Access
Is service available at my address in Newcastle?,General Inquiry
I was charged twice for my subscription asap please.,Billing
Please help me update my registered security for my account.,Account Access
I want to cancel my subscription before renewal since this morning?,Billing
How do I update the router firmware? asap please.,Technical Issue
I cannot log in to my account thanks.,Account Access
high latency during video calls since yesterday for my account?,Technical Issue
What are the contract terms—month‑to‑month or annual? — any quick fix?,General Inquiry
I want to cancel my subscription before renewal for my account?,Billing
I need a tax invoice with ABN for my records — please advise.,Billing
Internet is not working in my area on my laptop and phone.,Technical Issue
Forgot my OTP and need access?,Account Access
Certain ports appear to be blocked on my network today.,Technical Issue
What are the contract terms—month‑to‑month or annual? — please advise.,General Inquiry
i need to verify my account to sign in thanks?,Account Access
How do I change my plan without extra charges? since this morning.,Billing
Can you provide a credit note for the overcharge? since this morning.,Billing
I want to know about your plans today.,General Inquiry
how do i reset my security? asap please.,Account Access
I was charged twice for my subscription — please advise.,Billing
Internet is not working in my area today?,Technical Issue
How do I update my card details? on my laptop and phone.,Billing
I want to cancel my subscription before renewal,Billing
I need to verify my account to sign in asap please?,Account Access
The app crashes when I try to open settings thanks?,Technical Issue
How do I update my card details? — please advise.,Billing
I'm not receiving the phone number code thanks.,Account Access
I need a tax invoice with ABN for my records after the latest update.,Billing
i got locked out after too many attempts asap please.,Account Access
What are the contract terms—month‑to‑month or annual? thanks.,General Inquiry
Do you have coverage in Canberra? this week?,General Inquiry
The app crashes when I try to open settings since this morning.,Technical Issue
How do I change my plan without extra charges? — please advise.,Billing
Please issue a refund for the mistaken charge for my account.,Billing
please issue a refund for the mistaken charge on my laptop and phone.,Billing
My router keeps disconnecting every few minutes for my account.,Technical Issue
Is service available at my address in Sydney? today.,General Inquiry
Do you offer a student discount? thanks.,General Inquiry
Is there a free trial I can test first? — any quick fix?,General Inquiry
What are the prices and data limits for each plan? after the latest update?,General Inquiry
Is service available at my address in Melbourne? today.,General Inquiry
How do I reset my OTP? asap please?,Account Access
why does my session keep expiring so fast? this week.,Account Access
Wi‑Fi keeps dropping on multiple devices thanks.,Technical Issue
How do I reset my 2FA? — any quick fix?,Account Access
Can you provide a credit note for the overcharge? this week.,Billing
My router keeps disconnecting every few minutes since this morning.,Technical Issue
The app crashes when I try to open settings after the latest update.,Technical Issue
internet is not working in my area asap please.,Technical Issue
I want to know about your plans this week.,General Inquiry
Can you provide a credit note for the overcharge? for my account.,Billing
I'm not receiving the 2FA code after the latest update.,Account Access
Do you have coverage in Melbourne?,General Inquiry
My invoice is incorrect for this month this week.,Billing
How do I change my plan without extra charges? after the latest update?,Billing
Why does my session keep expiring so fast? this week.,Account Access
I need to reactivate my account since this morning.,Account Access
how do business accounts work for teams? asap please.,General Inquiry
How do I update the router firmware? — please advise.,Technical Issue
Do you offer a student discount? thanks.,General Inquiry
What are the prices and data limits for each plan? — please advise.,General Inquiry
I got locked out after too many attempts today.,Account Access
The app crashes when I try to open settings — please advise.,Technical Issue
How do business accounts work for teams? after the latest update?,General Inquiry
My promo code didn't apply at checkout,Billing
What are your customer support hours? on my laptop and phone.,General Inquiry
What are your customer support hours? since this morning.,General Inquiry
Payment failed but the money was deducted — any quick fix?,Billing
Please help me update my registered 2FA today.,Account Access
Internet is not working in my area on my laptop and phone.,Technical Issue
is there a free trial i can test first? — please advise.,General Inquiry
How do business accounts work for teams? on my laptop and phone.,General Inquiry
my router keeps disconnecting every few minutes — please advise.,Technical Issue
i want to deactivate my account for my account?,Account Access
Do you have coverage in Sydney? — please advise.,General Inquiry
How long does installation usually take? on my laptop and phone.,General Inquiry
I want to cancel my subscription before renewal asap please.,Billing
login keeps failing with an 'invalid credentials' message — please advise.,Account Access
is there a free trial i can test first? thanks.,General Inquiry
Payment failed but the money was deducted today?,Billing
do you offer a student discount? this week.,General Inquiry
How do I change my plan without extra charges? for my account.,Billing
High latency during video calls since yesterday?,Technical Issue
How do I reset my username? asap please.,Account Access
Please issue a refund for the mistaken charge asap please.,Billing
Can you provide a credit note for the overcharge? after the latest update?,Billing
What are the contract terms—month‑to‑month or annual? — any quick fix?,General Inquiry
Please help me update my registered security today.,Account Access
Speed is very slow compared to my plan today.,Technical Issue
Speed is very slow compared to my plan for my account.,Technical Issue
How do I update the router firmware? thanks.,Technical Issue
My promo code didn't apply at checkout this week.,Billing
My invoice is incorrect for this month after the latest update?,Billing
Speed is very slow compared to my plan — any quick fix?,Technical Issue
How long does installation usually take? — please advise?,General Inquiry
How long does installation usually take? on my laptop and phone.,General Inquiry
Do you offer a student discount? on my laptop and phone.,General Inquiry
The app crashes when I try to open settings since this morning.,Technical Issue
How long does installation usually take? today.,General Inquiry
I need to reactivate my account for my account?,Account Access
My promo code didn't apply at checkout today?,Billing
How do I update the router firmware? for my account.,Technical Issue
My invoice is incorrect for this month thanks?,Billing
Is there an outage in Hobart? since this morning.,Technical Issue
Wi‑Fi keeps dropping on multiple devices — please advise.,Technical Issue
Can I get a copy of last month's invoice? for my account.,Billing
I want to know about your plans asap please.,General Inquiry
The app crashes when I try to open settings for my account.,Technical Issue
Wi‑Fi keeps dropping on multiple devices,Technical Issue
Is service available at my address in Melbourne?,General Inquiry
Is there an outage in Sydney? — any quick fix?,Technical Issue
Is there a free trial I can test first? for my account.,General Inquiry
Pages won't load—could it be a DNS problem? for my account.,Technical Issue
my invoice is incorrect for this month on my laptop and phone.,Billing
How do I change my plan without extra charges? thanks.,Billing
I'm not receiving the 2FA code this week.,Account Access
What are the prices and data limits for each plan? this week.,General Inquiry
Is there an outage in Darwin? asap please.,Technical Issue
How do I change my plan without extra charges? today.,Billing
How do I update the router firmware? today.,Technical Issue
I was charged twice for my subscription asap please.,Billing
Do you have coverage in Gold Coast? for my account?,General Inquiry
I need to verify my account to sign in this week.,Account Access
How do I update my card details? — please advise.,Billing
i want to deactivate my account since this morning.,Account Access
I'm not receiving the username code for my account.,Account Access
i need to reactivate my account — please advise.,Account Access
How do business accounts work for teams?,General Inquiry
what are the contract terms—month‑to‑month or annual? for my account.,General Inquiry
What are the contract terms—month‑to‑month or annual? for my account.,General Inquiry
what are your customer support hours? this week?,General Inquiry
I need a tax invoice with ABN for my records — please advise.,Billing
Do you support international roaming? — any quick fix?,General Inquiry
which features are included in the standard plan? today?,General Inquiry
Do you offer a student discount? this week.,General Inquiry
I want to deactivate my account thanks.,Account Access
When does my billing cycle start and end? — please advise.,Billing
Which features are included in the standard plan? since this morning.,General Inquiry
I'm not receiving the username code since this morning?,Account Access
What are the contract terms—month‑to‑month or annual? since this morning.,General Inquiry
How can I change my email address? for my account?,Account Access
Please issue a refund for the mistaken charge this week.,Billing
My OTP isn't working and I can't sign in,Account Access
Can you provide a credit note for the overcharge? — any quick fix?,Billing
Forgot my OTP and need access — any quick fix?,Account Access
Speed is very slow compared to my plan on my laptop and phone?,Technical Issue
What are your customer support hours? for my account.,General Inquiry
I got locked out after too many attempts for my account.,Account Access
Do you have coverage in Gold Coast? — any quick fix?,General Inquiry
I need a tax invoice with ABN for my records today?,Billing
What are your customer support hours? — any quick fix?,General Inquiry
I'm not receiving the username code since this morning?,Account Access
The app crashes when I try to open settings after the latest update.,Technical Issue
Forgot my 2FA and need access for my account.,Account Access
When does my billing cycle start and end? asap please.,Billing
High latency during video calls since yesterday on my laptop and phone.,Technical Issue
I cannot log in to my account for my account.,Account Access
how do i reset my security? — please advise.,Account Access
Is service available at my address in Perth? today?,General Inquiry
which features are included in the standard plan? for my account.,General Inquiry
Internet is not working in my area thanks?,Technical Issue
I want to know about your plans after the latest update.,General Inquiry
I'm getting error code AUTH-07 on login for my account.,Technical Issue
My invoice is incorrect for this month asap please.,Billing
How do business accounts work for teams? on my laptop and phone.,General Inquiry
I'm not receiving the password code after the latest update.,Account Access
Please help me update my registered phone number this week.,Account Access
my promo code didn't apply at checkout today.,Billing
I want to deactivate my account — please advise.,Account Access
I want to cancel my subscription before renewal for my account.,Billing
How do business accounts work for teams? this week.,General Inquiry
Do you support international roaming? thanks.,General Inquiry
certain ports appear to be blocked on my network since this morning.,Technical Issue
How do I update my card details? for my account.,Billing
i'm not receiving the 2fa code for my account.,Account Access
Do you offer a student discount? thanks.,General Inquiry
My OTP isn't working and I can't sign in thanks.,Account Access
What are your customer support hours? after the latest update.,General Inquiry
I need to verify my account to sign in — please advise.,Account Access
Payment failed but the money was deducted — any quick fix?,Billing
I'm getting error code NET-21 on login asap please?,Technical Issue
Can I get a copy of last month's invoice? today.,Billing
Pages won't load—could it be a DNS problem? — any quick fix?,Technical Issue
I'm not receiving the password code this week.,Account Access
i need to reactivate my account thanks.,Account Access
Internet is not working in my area this week.,Technical Issue
Do you support international roaming? on my laptop and phone.,General Inquiry
The app crashes when I try to open settings — any quick fix?,Technical Issue
how long does installation usually take? asap please.,General Inquiry
Can you provide a credit note for the overcharge? after the latest update.,Billing
I'm not receiving the phone number code asap please?,Account Access
I cannot log in to my account since this morning.,Account Access
I need to verify my account to sign in asap please.,Account Access
Please issue a refund for the mistaken charge after the latest update.,Billing
What are the contract terms—month‑to‑month or annual? on my laptop and phone?,General Inquiry
Which features are included in the standard plan? today.,General Inquiry
Do you offer a student discount?,General Inquiry
How do business accounts work for teams? on my laptop and phone.,General Inquiry
I was charged twice for my subscription for my account.,Billing
High latency during video calls since yesterday today.,Technical Issue
My router keeps disconnecting every few minutes on my laptop and phone.,Technical Issue
How do I reset my security? — please advise.,Account Access
Experiencing packet loss while gaming on my laptop and phone?,Technical Issue
Why does my session keep expiring so fast? — please advise.,Account Access
I was charged twice for my subscription after the latest update.,Billing
Is there a free trial I can test first? after the latest update.,General Inquiry
how long does installation usually take? on my laptop and phone.,General Inquiry
How do I update my card details? after the latest update?,Billing
Login keeps failing with an 'invalid credentials' message since this morning.,Account Access
I want to know about your plans — any quick fix?,General Inquiry
How can I change my email address? this week.,Account Access
I'm not receiving the 2FA code — any quick fix?,Account Access
When does my billing cycle start and end? this week.,Billing
how can i change my email address? asap please.,Account Access
I was charged twice for my subscription,Billing
Can you provide a credit note for the overcharge? on my laptop and phone.,Billing
My promo code didn't apply at checkout since this morning.,Billing
I'm getting error code E500 on login — any quick fix?,Technical Issue
I need to reactivate my account — please advise.,Account Access
Can I get a copy of last month's invoice?,Billing
Is there an outage in Canberra? thanks.,Technical Issue
Forgot my username and need access thanks.,Account Access
Login keeps failing with an 'invalid credentials' message for my account?,Account Access
which features are included in the standard plan? for my account.,General Inquiry
My password isn't working and I can't sign in — any quick fix?,Account Access
my router keeps disconnecting every few minutes asap please?,Technical Issue
Speed is very slow compared to my plan,Technical Issue
i want to deactivate my account — please advise.,Account Access
I want to know about your plans on my laptop and phone.,General Inquiry
My router keeps disconnecting every few minutes — any quick fix?,Technical Issue
When does my billing cycle start and end? on my laptop and phone.,Billing
What are the contract terms—month‑to‑month or annual? asap please.,General Inquiry
Is there a free trial I can test first? — any quick fix?,General Inquiry
How do business accounts work for teams? after the latest update.,General Inquiry
I need to verify my account to sign in this week.,Account Access
speed is very slow compared to my plan for my account.,Technical Issue
Which features are included in the standard plan?,General Inquiry
Forgot my OTP and need access for my account.,Account Access
Why does my session keep expiring so fast? after the latest update.,Account Access
Experiencing packet loss while gaming thanks.,Technical Issue
Do you offer a student discount? after the latest update.,General Inquiry
my invoice is incorrect for this month for my account.,Billing
Payment failed but the money was deducted — please advise.,Billing
Do you support international roaming? thanks.,General Inquiry
Which features are included in the standard plan? on my laptop and phone.,General Inquiry
Which features are included in the standard plan? on my laptop and phone?,General Inquiry
How do I change my plan without extra charges? thanks.,Billing
Payment failed but the money was deducted today?,Billing
My promo code didn't apply at checkout thanks.,Billing
The app crashes when I try to open settings for my account?,Technical Issue
Please issue a refund for the mistaken charge for my account.,Billing
How do I update the router firmware?,Technical Issue
Do you offer a student discount? this week.,General Inquiry
I got locked out after too many attempts this week?,Account Access
I got locked out after too many attempts for my account.,Account Access
Please issue a refund for the mistaken charge on my laptop and phone.,Billing
how do i update my card details? for my account.,Billing
My router keeps disconnecting every few minutes — any quick fix?,Technical Issue
pages won't load—could it be a dns problem? for my account.,Technical Issue
My invoice is incorrect for this month today.,Billing
How long does installation usually take? — any quick fix?,General Inquiry
Do you support international roaming? after the latest update.,General Inquiry
Certain ports appear to be blocked on my network asap please.,Technical Issue
How long does installation usually take? asap please.,General Inquiry
I cannot log in to my account today.,Account Access
My invoice is incorrect for this month since this morning.,Billing
Why does my session keep expiring so fast? on my laptop and phone.,Account Access
The app crashes when I try to open settings since this morning.,Technical Issue
Certain ports appear to be blocked on my network for my account.,Technical Issue
Please issue a refund for the mistaken charge thanks.,Billing
i want to cancel my subscription before renewal — please advise.,Billing
high latency during video calls since yesterday this week?,Technical Issue
My 2FA isn't working and I can't sign in since this morning.,Account Access
I'm not receiving the OTP code for my account?,Account Access
My OTP isn't working and I can't sign in this week.,Account Access
Can I get a copy of last month's invoice? thanks.,Billing
payment failed but the money was deducted after the latest update.,Billing
I need to reactivate my account for my account.,Account Access
Can you provide a credit note for the overcharge? thanks.,Billing
Experiencing packet loss while gaming?,Technical Issue
Pages won't load—could it be a DNS problem? on my laptop and phone.,Technical Issue
I'm getting error code AUTH-07 on login — any quick fix?,Technical Issue
What are your customer support hours? thanks.,General Inquiry
I need a tax invoice with ABN for my records this week.,Billing
I need to reactivate my account today.,Account Access
My router keeps disconnecting every few minutes for my account?,Technical Issue
The app crashes when I try to open settings for my account.,Technical Issue
What are the prices and data limits for each plan? — please advise.,General Inquiry
I want to know about your plans — please advise.,General Inquiry
Certain ports appear to be blocked on my network — please advise.,Technical Issue
How do I update the router firmware? today.,Technical Issue
I'm not receiving the security code since this morning.,Account Access
How long does installation usually take? today.,General Inquiry
How long does installation usually take? after the latest update?,General Inquiry
I need to reactivate my account thanks.,Account Access
Is there an outage in Darwin? this week.,Technical Issue
Can I get a copy of last month's invoice? since this morning.,Billing
I was charged twice for my subscription — any quick fix?,Billing
I was charged twice for my subscription on my laptop and phone.,Billing
i need to reactivate my account — please advise.,Account Access
What are your customer support hours? — please advise.,General Inquiry
The app crashes when I try to open settings today.,Technical Issue
How long does installation usually take? since this morning.,General Inquiry
Certain ports appear to be blocked on my network for my account.,Technical Issue
Please issue a refund for the mistaken charge this week.,Billing
How do I update my card details? after the latest update.,Billing
Can you provide a credit note for the overcharge? asap please.,Billing
When does my billing cycle start and end? — any quick fix?,Billing
I cannot log in to my account since this morning.,Account Access
My promo code didn't apply at checkout?,Billing
Is there a free trial I can test first? — please advise.,General Inquiry
My promo code didn't apply at checkout — any quick fix?,Billing
Can you provide a credit note for the overcharge? asap please?,Billing
Can I get a copy of last month's invoice? on my laptop and phone.,Billing
do you support international roaming? after the latest update.,General Inquiry
How can I change my email address? for my account?,Account Access
please help me update my registered username after the latest update.,Account Access
I want to cancel my subscription before renewal,Billing
Internet is not working in my area — any quick fix?,Technical Issue
Is there a free trial I can test first? after the latest update.,General Inquiry
How long does installation usually take? since this morning.,General Inquiry
Forgot my security and need access — please advise.,Account Access
Do you have coverage in Brisbane?,General Inquiry
Certain ports appear to be blocked on my network asap please.,Technical Issue
Please help me update my registered username for my account.,Account Access
my promo code didn't apply at checkout — any quick fix?,Billing
I got locked out after too many attempts this week.,Account Access
I was charged twice for my subscription — any quick fix?,Billing
How do I reset my security?,Account Access
I want to know about your plans after the latest update.,General Inquiry
How do business accounts work for teams? on my laptop and phone.,General Inquiry
Internet is not working in my area for my account.,Technical Issue
The app crashes when I try to open settings after the latest update.,Technical Issue
Speed is very slow compared to my plan this week.,Technical Issue
I'm getting error code E500 on login — any quick fix?,Technical Issue
Is there a free trial I can test first? asap please.,General Inquiry
I want to know about your plans today.,General Inquiry
how do i change my plan without extra charges? this week?,Billing
Do you offer a student discount? today?,General Inquiry
how do i update the router firmware? on my laptop and phone.,Technical Issue
How do business accounts work for teams? today.,General Inquiry
When does my billing cycle start and end? on my laptop and phone.,Billing
I got locked out after too many attempts for my account.,Account Access
How do I reset my phone number? for my account?,Account Access
I'm not receiving the security code since this morning?,Account Access
I need to verify my account to sign in,Account Access
My 2FA isn't working and I can't sign in on my laptop and phone.,Account Access
Is there an outage in Brisbane? since this morning?,Technical Issue
Experiencing packet loss while gaming asap please.,Technical Issue
I cannot log in to my account asap please.,Account Access
Please issue a refund for the mistaken charge thanks.,Billing
Is service available at my address in Brisbane? asap please.,General Inquiry
When does my billing cycle start and end? for my account.,Billing
Experiencing packet loss while gaming,Technical Issue
How do I reset my security? after the latest update.,Account Access
Which features are included in the standard plan? after the latest update.,General Inquiry
Can I get a copy of last month's invoice? on my laptop and phone.,Billing
My promo code didn't apply at checkout — please advise.,Billing
Please help me update my registered OTP since this morning.,Account Access
My invoice is incorrect for this month — please advise.,Billing
How long does installation usually take? — any quick fix?,General Inquiry
Which features are included in the standard plan? this week.,General Inquiry
What are the prices and data limits for each plan? this week.,General Inquiry
i got locked out after too many attempts this week.,Account Access
How do I update my card details? on my laptop and phone.,Billing
Login keeps failing with an 'invalid credentials' message asap please.,Account Access
My router keeps disconnecting every few minutes thanks.,Technical Issue
What are the contract terms—month‑to‑month or annual? since this morning.,General Inquiry
Can I get a copy of last month's invoice?,Billing
High latency during video calls since yesterday thanks.,Technical Issue
Certain ports appear to be blocked on my network — any quick fix?,Technical Issue
pages won't load—could it be a dns problem? — please advise.,Technical Issue
Speed is very slow compared to my plan after the latest update.,Technical Issue
Payment failed but the money was deducted — any quick fix?,Billing
Forgot my 2FA and need access on my laptop and phone.,Account Access
my router keeps disconnecting every few minutes on my laptop and phone.,Technical Issue
I'm getting error code E403 on login this week.,Technical Issue
What are your customer support hours? since this morning.,General Inquiry
The app crashes when I try to open settings this week.,Technical Issue
High latency during video calls since yesterday — please advise.,Technical Issue
Speed is very slow compared to my plan since this morning.,Technical Issue
How do I change my plan without extra charges? — please advise?,Billing
wi‑fi keeps dropping on multiple devices thanks.,Technical Issue
i need to reactivate my account today?,Account Access
My router keeps disconnecting every few minutes,Technical Issue
My security isn't working and I can't sign in thanks?,Account Access
What are your customer support hours?,General Inquiry
Can you provide a credit note for the overcharge?,Billing
Speed is very slow compared to my plan on my laptop and phone.,Technical Issue
I want to cancel my subscription before renewal after the latest update.,Billing
I need to verify my account to sign in?,Account Access
My invoice is incorrect for this month — please advise?,Billing
High latency during video calls since yesterday since this morning.,Technical Issue
High latency during video calls since yesterday on my laptop and phone.,Technical Issue
My router keeps disconnecting every few minutes on my laptop and phone.,Technical Issue
High latency during video calls since yesterday today.,Technical Issue
The app crashes when I try to open settings since this morning.,Technical Issue
Please issue a refund for the mistaken charge since this morning.,Billing
Please help me update my registered password this week?,Account Access
Certain ports appear to be blocked on my network — any quick fix?,Technical Issue
I want to cancel my subscription before renewal on my laptop and phone.,Billing
Please help me update my registered 2FA this week.,Account Access
Speed is very slow compared to my plan thanks.,Technical Issue
Can I get a copy of last month's invoice? today.,Billing
My invoice is incorrect for this month asap please.,Billing
I'm not receiving the username code this week.,Account Access
How do business accounts work for teams? — please advise.,General Inquiry
Speed is very slow compared to my plan asap please.,Technical Issue
Do you offer a student discount? today.,General Inquiry
I need a tax invoice with ABN for my records — any quick fix?,Billing
How do I reset my phone number? this week.,Account Access
Is there an outage in Brisbane? asap please.,Technical Issue
Internet is not working in my area today.,Technical Issue
I need to reactivate my account asap please.,Account Access
Can I get a copy of last month's invoice? — any quick fix?,Billing
Pages won't load—could it be a DNS problem? today.,Technical Issue
which features are included in the standard plan? since this morning.,General Inquiry
I want to cancel my subscription before renewal,Billing
My router keeps disconnecting every few minutes today.,Technical Issue
What are your customer support hours? asap please?,General Inquiry
Is service available at my address in Darwin? — please advise.,General Inquiry
I want to know about your plans today.,General Inquiry
High latency during video calls since yesterday — please advise.,Technical Issue
When does my billing cycle start and end? this week.,Billing
I'm not receiving the OTP code this week.,Account Access
I was charged twice for my subscription today.,Billing
Speed is very slow compared to my plan since this morning.,Technical Issue
Can I get a copy of last month's invoice? — please advise.,Billing
What are the contract terms—month‑to‑month or annual? — any quick fix?,General Inquiry
I got locked out after too many attempts since this morning.,Account Access
Please issue a refund for the mistaken charge,Billing
I got locked out after too many attempts asap please.,Account Access
What are the prices and data limits for each plan? thanks.,General Inquiry
Is there a free trial I can test first? — please advise.,General Inquiry
How do business accounts work for teams? on my laptop and phone?,General Inquiry
Speed is very slow compared to my plan today.,Technical Issue
Login keeps failing with an 'invalid credentials' message this week.,Account Access
High latency during video calls since yesterday — please advise.,Technical Issue
Forgot my security and need access — any quick fix?,Account Access
Do you have coverage in Hobart? today.,General Inquiry
How do I update my card details? after the latest update.,Billing
Payment failed but the money was deducted thanks.,Billing
Do you have coverage in Brisbane? today.,General Inquiry
I was charged twice for my subscription,Billing
speed is very slow compared to my plan today.,Technical Issue
How do business accounts work for teams? — any quick fix?,General Inquiry
Login keeps failing with an 'invalid credentials' message on my laptop and phone.,Account Access
Why does my session keep expiring so fast? — please advise.,Account Access
My 2FA isn't working and I can't sign in since this morning.,Account Access
please issue a refund for the mistaken charge asap please.,Billing
Please issue a refund for the mistaken charge asap please.,Billing
Please issue a refund for the mistaken charge on my laptop and phone.,Billing
Is there an outage in Hobart? on my laptop and phone.,Technical Issue
Which features are included in the standard plan? this week.,General Inquiry
how do i update my card details? since this morning.,Billing
My promo code didn't apply at checkout this week.,Billing
Why does my session keep expiring so fast? asap please.,Account Access
The app crashes when I try to open settings on my laptop and phone?,Technical Issue
I want to know about your plans this week.,General Inquiry
How do I reset my phone number? — please advise?,Account Access
Can I get a copy of last month's invoice? — please advise.,Billing
How can I change my email address? after the latest update.,Account Access
How long does installation usually take? on my laptop and phone.,General Inquiry
I want to cancel my subscription before renewal asap please.,Billing
How do I change my plan without extra charges? — please advise.,Billing
Speed is very slow compared to my plan on my laptop and phone.,Technical Issue
How long does installation usually take? since this morning.,General Inquiry
Do you support international roaming?,General Inquiry
How do I update my card details? thanks?,Billing
What are the contract terms—month‑to‑month or annual? — please advise?,General Inquiry
How do I change my plan without extra charges?,Billing
What are the contract terms—month‑to‑month or annual? on my laptop and phone.,General Inquiry
What are your customer support hours? today.,General Inquiry
I was charged twice for my subscription this week.,Billing
Do you offer a student discount? thanks.,General Inquiry
i want to deactivate my account after the latest update.,Account Access
Do you have coverage in Gold Coast? — please advise.,General Inquiry
How do I update my card details? — any quick fix?,Billing
Do you offer a student discount? thanks.,General Inquiry
Do you offer a student discount?,General Inquiry
payment failed but the money was deducted?,Billing
I want to deactivate my account this week.,Account Access
I want to know about your plans for my account?,General Inquiry
Is service available at my address in Brisbane? thanks?,General Inquiry
Please help me update my registered phone number for my account?,Account Access
Why does my session keep expiring so fast? after the latest update.,Account Access
How can I change my email address? since this morning.,Account Access
Forgot my 2FA and need access asap please.,Account Access
What are the contract terms—month‑to‑month or annual? on my laptop and phone.,General Inquiry
Certain ports appear to be blocked on my network for my account.,Technical Issue
what are your customer support hours? thanks.,General Inquiry
My invoice is incorrect for this month this week.,Billing
The app crashes when I try to open settings,Technical Issue
What are the contract terms—month‑to‑month or annual? asap please?,General Inquiry
How do I update my card details? on my laptop and phone.,Billing
Payment failed but the money was deducted — any quick fix?,Billing
How do I change my plan without extra charges?,Billing
I'm not receiving the 2FA code — any quick fix?,Account Access
I want to deactivate my account — any quick fix?,Account Access
My router keeps disconnecting every few minutes — please advise.,Technical Issue
Experiencing packet loss while gaming this week.,Technical Issue
do you have coverage in hobart? — please advise.,General Inquiry
I want to know about your plans thanks.,General Inquiry
How do business accounts work for teams? — any quick fix?,General Inquiry
How long does installation usually take? asap please?,General Inquiry
My promo code didn't apply at checkout,Billing
When does my billing cycle start and end?,Billing
